"catalog_schema_version","record_id","stage_order","stage","experiment_id","experiment_title","scientific_role","status","environment","method","comparison","initialization","sample_size","unit_of_analysis","configuration_json","metric","estimate","ci95_low","ci95_high","uncertainty_method","result_scope","source_tex","source_artifact","interpretation","limitations","selection_reason"
"1","R000429","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","entropy_sgb","","","100","independent run/seed","{""configuration"":""K0100_alpha0p01"",""incorrect_modal_action_rate"":""0.37"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.37""}","optimal_arm_probability","0.6142895479585628","0.5209618404668764","0.7076172554502492","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000437","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","npg","","","100","independent run/seed","{""configuration"":""K0100_alpha0p01"",""incorrect_modal_action_rate"":""0.97"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.97""}","optimal_arm_probability","0.03000000160276393","-0.004018724644109826","0.06401872784963769","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000445","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","","","100","independent run/seed","{""configuration"":""K0100_alpha0p01"",""incorrect_modal_action_rate"":""0.21"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.21""}","optimal_arm_probability","0.721761767050739","0.6489068178480863","0.7946167162533917","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000453","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","sgb","","","100","independent run/seed","{""configuration"":""K0100_alpha0p1"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.75""}","optimal_arm_probability","0.24992553613484192","0.1636519234154154","0.33619914885426844","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000461","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","entropy_sgb","","","100","independent run/seed","{""configuration"":""K0100_alpha0p1"",""incorrect_modal_action_rate"":""0.71"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.71""}","optimal_arm_probability","0.289829974095418","0.1994082676630852","0.3802516805277508","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000469","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","npg","","","100","independent run/seed","{""configuration"":""K0100_alpha0p1"",""incorrect_modal_action_rate"":""0.98"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.98""}","optimal_arm_probability","0.02","-0.007918982746393827","0.04791898274639383","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000477","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","","","100","independent run/seed","{""configuration"":""K0100_alpha0p1"",""incorrect_modal_action_rate"":""0.31"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.32""}","optimal_arm_probability","0.622771489288502","0.5400221903565222","0.7055207882204818","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000485","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","sgb","","","100","independent run/seed","{""configuration"":""K1000_alpha0p01"",""incorrect_modal_action_rate"":""0.97"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""1.0""}","optimal_arm_probability","0.001304609150332471","0.0012803003586075016","0.0013289179420574405","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000493","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","entropy_sgb","","","100","independent run/seed","{""configuration"":""K1000_alpha0p01"",""incorrect_modal_action_rate"":""0.91"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""1.0""}","optimal_arm_probability","0.0013379392155837195","0.0013110653575305253","0.0013648130736369137","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000501","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","npg","","","100","independent run/seed","{""configuration"":""K1000_alpha0p01"",""incorrect_modal_action_rate"":""1.0"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""1.0""}","optimal_arm_probability","3.1201092142603104e-11","-2.8701160714687273e-11","9.110334499989349e-11","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000509","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","","","100","independent run/seed","{""configuration"":""K1000_alpha0p01"",""incorrect_modal_action_rate"":""0.95"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""1.0""}","optimal_arm_probability","0.0013353509260115243","0.001312458280356459","0.0013582435716665896","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000517","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","sgb","","","100","independent run/seed","{""configuration"":""K1000_alpha0p1"",""incorrect_modal_action_rate"":""0.95"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.95""}","optimal_arm_probability","0.04996501147556886","0.0065345065930263735","0.09339551635811134","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000525","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","entropy_sgb","","","100","independent run/seed","{""configuration"":""K1000_alpha0p1"",""incorrect_modal_action_rate"":""0.94"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.94""}","optimal_arm_probability","0.05996935925708753","0.012635797127715731","0.10730292138645933","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000533","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","npg","","","100","independent run/seed","{""configuration"":""K1000_alpha0p1"",""incorrect_modal_action_rate"":""0.99"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.99""}","optimal_arm_probability","0.010000000000000453","-0.009842169349612632","0.029842169349613538","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000541","2","categorical_bandit_training","step2_paper","Categorical Gaussian bandit training: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","","","100","independent run/seed","{""configuration"":""K1000_alpha0p1"",""incorrect_modal_action_rate"":""0.82"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.84""}","optimal_arm_probability","0.126702151889198","0.07340282214810051","0.1800014816302955","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Full-grid primary performance endpoint"
"1","R000549","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p01""}","optimal_arm_probability","0.011049179018682676","-0.02632645911186329","0.04842481714922864","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000552","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p01""}","cumulative_pseudo_regret","124.5996830458719","-9.099895410971754","258.2992615027156","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000553","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p01""}","minimum_probability","0.0003483241752791526","0.0003134078400852745","0.0003832405104730307","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000554","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p01""}","normalized_log_fisher_volume","0.7351879148651702","0.66909934670976","0.8012764830205804","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000573","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","optimal_arm_probability","0.1855177024704683","0.0990233606205064","0.27201204432043025","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000576","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","cumulative_pseudo_regret","-188.7356655488901","-449.1881207881739","71.71678969039368","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000577","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","minimum_probability","0.0004905194418414175","0.0004395813643508974","0.0005414575193319377","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000578","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","normalized_log_fisher_volume","2.8290094875163754","2.72496046934583","2.9330585056869207","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000597","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0100_alpha0p01""}","optimal_arm_probability","0.06979315646094558","-0.05466742284457213","0.1942537357664633","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000600","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0100_alpha0p01""}","cumulative_pseudo_regret","322.31120617022805","-65.0705368883659","709.692949228822","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000601","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0100_alpha0p01""}","minimum_probability","0.00019698745554515282","0.0001789236736606449","0.00021505123742966074","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000602","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0100_alpha0p01""}","normalized_log_fisher_volume","1.4440334144799605","1.3294954872789166","1.5585713416810043","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000621","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0100_alpha0p1""}","optimal_arm_probability","0.3728459531536601","0.25723396831060424","0.48845793799671594","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000624","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0100_alpha0p1""}","cumulative_pseudo_regret","-308.39860207082114","-857.2240566457542","240.42685250411188","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000625","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0100_alpha0p1""}","minimum_probability","0.0001847517327304942","0.00016433493055654838","0.00020516853490444003","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000626","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K0100_alpha0p1""}","normalized_log_fisher_volume","4.622155264047034","4.495342817357755","4.748967710736314","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000645","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K1000_alpha0p01""}","optimal_arm_probability","3.074177567905295e-05","-8.220916652571989e-07","6.230564302336309e-05","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000648","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K1000_alpha0p01""}","cumulative_pseudo_regret","-1.692363679860573","-28.589136180003592","25.204408820282445","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000649","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K1000_alpha0p01""}","minimum_probability","-1.523496543936484e-06","-7.605846039422484e-06","4.558852951549517e-06","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000650","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K1000_alpha0p01""}","normalized_log_fisher_volume","0.00029656984941046183","0.00021756967114085372","0.0003755700276800699","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000669","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K1000_alpha0p1""}","optimal_arm_probability","0.07673714041362911","0.011865966476357237","0.141608314350901","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000672","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K1000_alpha0p1""}","cumulative_pseudo_regret","3613.695769124981","3173.4858936623264","4053.9056445876354","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000673","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K1000_alpha0p1""}","minimum_probability","7.50231823212823e-05","7.036230833522554e-05","7.968405630733906e-05","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
"1","R000674","2","categorical_bandit_training","step2_paper_paired","Paired LB-SGB differences: paper preset","primary paper-grid reproduction","complete","stationary Gaussian K-armed bandit","lb_sgb","sgb","","100","independent run/seed","{""configuration"":""K1000_alpha0p1""}","normalized_log_fisher_volume","5.975575171764182","5.880278983343957","6.070871360184406","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/paper/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Primary LB-SGB versus SGB paired comparison"
